Fitness : Violation : Position : Miscellaneous
6.928359999629439E-6 : 2.41349358324997E-5 : [1.713669259087929E-5, 1.9531666850781277E-6, 1.8913433146551364E-6, 1.8345980422471617E-6, 6.366310488449242E-7, 1.4103471514917885E-6, 5.3944517642881095E-6, 2.702464018368814E-6, 3.619139761604108E-6, 1.7837664311182526E-6, 2.710050547059211E-6, 2.676207734621228E-6, 2.5640586123722506E-5, 9.944344683550367E-7, 3.7281701527271136E-7, 1.0696795356821994E-7, 8.095886700832839E-7, 2.6636988289404425E-7, 1.5589385274702093E-6, 3.3013024669485235E-9, 4.989228465564849E-9, 2.0892977824050484E-7, 7.008702333427546E-9, 1.7768836026940421E-9] : 0.0
5.429067438447005E-6 : 1.5695986979706417E-5 : [1.2744183145186764E-5, 1.970730931752848E-6, 5.20335437083385E-6, 2.100512458937585E-6, 1.882247041417883E-6, 8.612045796537358E-7, 3.195785339734797E-6, 4.947432816086791E-6, 1.500980173834343E-7, 2.024640105670347E-6, 1.1646671946208688E-6, 3.336220069195098E-6, 1.43775230484313E-5, 4.2918416995061715E-7, 3.126010701877684E-7, 2.7402122496649885E-7, 6.097192492101709E-7, 7.956697667508988E-9, 4.48904990158561E-7, 1.0432991884325292E-7, 9.41953503142538E-10, 5.890786020958799E-8, 1.959015662005576E-9, 5.1122225763937124E-9] : 0.0
5.204344135418913E-6 : 1.8610118228602445E-5 : [1.2159749816152608E-5, 2.567321238203116E-6, 5.224909310283913E-6, 1.5292668721488457E-6, 8.053562758058359E-7, 2.7987422435951546E-7, 1.9190368864043193E-6, 3.192693843862237E-6, 8.440488619497941E-7, 9.887409737525166E-7, 1.029801198932409E-6, 4.514801431190976E-6, 2.032811408063637E-5, 7.602137239013979E-7, 1.913454214706276E-6, 3.930948880799004E-7, 1.2709282256824224E-6, 5.03709139285637E-10, 1.1657158807247817E-6, 8.83861708787709E-8, 8.46536671961068E-9, 1.1656396723622233E-7, 1.4619763265476075E-8, 3.1116511592755787E-9] : 0.0
5.191989191872892E-6 : 1.314208269589227E-5 : [8.419124886499944E-6, 2.309071947361361E-6, 8.245830784117793E-7, 6.051685510525254E-6, 2.7978362043171605E-7, 1.0720131640659023E-7, 2.7531852491566112E-6, 2.5165223802680036E-6, 3.1316789607750677E-6, 4.216752686817029E-6, 1.17006406860707E-6, 1.787142296147903E-6, 1.3895263814854317E-5, 7.125142009700928E-7, 4.309302795672299E-7, 6.880688761066087E-7, 2.045528932118563E-8, 1.8319386709327698E-8, 7.11497202253668E-7, 1.525728009532785E-7, 5.074978164230772E-8, 1.0661079418552769E-7, 1.3746197171103007E-9, 6.194103027379294E-9] : 0.0
4.530793497595802E-6 : 1.1728411724657492E-5 : [8.754343938763937E-6, 1.3701507337868914E-6, 2.819100599524331E-6, 2.0671641361626822E-6, 2.0455035375292022E-6, 2.002750294340253E-7, 2.93191127775282E-6, 5.156651072440276E-7, 4.581621540442988E-6, 6.911302339304224E-7, 1.7672257651334017E-6, 3.9001000477174555E-6, 1.0647552742216586E-5, 5.7416727017043394E-8, 5.336988972387268E-7, 2.7581873264158627E-7, 1.2152397535337279E-6, 6.775407059072573E-8, 4.2950411362837464E-7, 1.0601383956275941E-8, 4.4336492729039814E-8, 4.995934491897095E-8, 1.8744095484986306E-10, 2.0584668296111348E-8] : 0.0
5.93979908749965E-6 : 1.9176805106647865E-5 : [9.581049475051821E-6, 4.454886592977632E-6, 2.5780867218259795E-6, 3.792668615912698E-6, 6.289706601753428E-7, 3.176769343386695E-7, 3.3744384147710135E-6, 1.533979553895553E-6, 1.218335822929242E-6, 1.7995015210771412E-6, 4.138020214649173E-6, 6.5556283512135425E-6, 2.4583409732329288E-5, 1.4946569119440217E-7, 1.2939452118672705E-7, 4.699098071058876E-7, 1.5372766835609138E-7, 3.92443365761835E-8, 6.043263367787148E-7, 1.4899078977482187E-8, 3.160525751821259E-8, 2.3225496245438008E-7, 1.1522049173864206E-8, 5.054781549489775E-8] : 0.0
8.568313189496894E-6 : 1.780021329455989E-5 : [1.1981967910865622E-5, 3.3658452527116003E-6, 4.088639235826662E-6, 5.733819043580456E-6, 1.639112285848819E-6, 1.5017154616031508E-6, 4.327681446251572E-6, 4.859711117891857E-6, 3.137731401131192E-6, 4.3365647988337935E-6, 7.129308977638546E-6, 2.6989520847711436E-6, 1.7002371754633934E-5, 7.456417116423752E-8, 2.2065942861025524E-6, 8.852028125472157E-7, 1.4636461596637078E-6, 1.9408378389242927E-7, 1.8028482286732846E-6, 1.1713713873644707E-7, 2.599983202044594E-9, 1.4413266970047683E-8, 1.4822861528314396E-8, 4.0300341469623865E-9] : 0.0
5.820807833072576E-6 : 2.400989061235444E-5 : [1.1394846492817703E-5, 2.632247773254278E-6, 3.867461408247359E-6, 1.159109507327332E-7, 1.5583932357935999E-6, 2.3617462870984197E-7, 3.240684392529187E-6, 5.0943723372384895E-6, 1.0547128200464449E-6, 2.211937632148332E-6, 1.2972107063417493E-6, 8.994691105837967E-7, 3.006601608022796E-5, 1.4251522876920689E-6, 3.2943607729232792E-6, 2.208443650460341E-8, 1.2921764432394242E-7, 2.7300978305256315E-8, 3.2351054075238496E-6, 4.885536476998618E-7, 2.0455089179607724E-8, 3.1097335126036307E-7, 3.1591231906049107E-8, 2.8994183779118327E-9] : 0.0
5.256845989414195E-6 : 1.639335193365189E-5 : [9.0299590205571E-6, 5.802122996578393E-6, 3.5406426853437973E-6, 2.8287444040657E-6, 1.6414010051678407E-6, 3.105794069638086E-7, 3.8213193501330446E-6, 2.708096268771896E-6, 3.409865298570611E-6, 1.7787917524368E-6, 9.299432237721768E-7, 2.567356214903934E-7, 1.737786864954406E-5, 1.8629616721414267E-7, 1.247896380039838E-7, 3.350158908628156E-7, 3.227292351397207E-7, 1.505539261455066E-7, 1.8120962352614693E-6, 8.960433326957268E-9, 4.554430151874493E-8, 2.193509938400901E-7, 7.682546034623426E-9, 4.071188137900501E-10] : 0.0
6.088876574068527E-6 : 1.690129930393999E-5 : [7.329568288790346E-6, 4.156101883170041E-6, 2.962050047919891E-6, 2.058961631080176E-6, 3.0834006650982175E-6, 8.662882577378131E-7, 2.0892065678184943E-6, 2.31260816463594E-6, 2.1456553904418063E-6, 3.026411206857686E-6, 5.471664527461768E-7, 5.0102272006366235E-6, 2.1966250939750417E-5, 1.6425065294121246E-8, 7.134441930363935E-7, 4.0842364823221027E-7, 2.0186956524592136E-7, 7.279020284490628E-8, 1.1362358059011749E-6, 7.414098680480203E-8, 8.223418730197446E-8, 9.249443499503284E-8, 6.240520038987676E-9, 3.104386353550319E-8] : 0.0
4.3708429355584464E-6 : 1.179311504319667E-5 : [8.137134927132703E-6, 2.604644559246008E-6, 1.3837784715659096E-6, 1.205610248369626E-6, 9.096137968973181E-7, 6.620662835691392E-7, 3.4933128916826077E-6, 5.4577122921127015E-6, 1.0907788311159679E-6, 2.464778158755027E-6, 1.3992146343963242E-6, 2.918406111688756E-6, 1.1546894361165592E-5, 1.1351092472882003E-7, 4.2962490380756344E-7, 3.7107129690984117E-9, 4.110670044036291E-7, 8.700836809249705E-8, 2.916037479391527E-7, 6.15947261249496E-8, 2.0934840799539006E-8, 8.616552793431711E-9, 5.219644719275473E-9, 1.3970442136211877E-8] : 0.0
4.404685251190472E-6 : 1.545141997854316E-5 : [6.568779322106505E-6, 6.539642310767964E-7, 1.5368561921635049E-6, 1.9394314599340362E-6, 1.7001145661810378E-6, 1.3118292752877243E-7, 1.0134043127474857E-6, 2.6299034665153616E-6, 1.9611839043589387E-7, 1.8460642265055101E-6, 2.3552499123629313E-6, 2.256147888204687E-6, 2.229708658172284E-5, 3.164670698851951E-7, 1.5126159505838776E-6, 1.2561573207171332E-8, 3.439709486521772E-7, 7.73522413263434E-8, 3.030303879546147E-7, 1.3301082967165974E-7, 1.6187895418284873E-9, 2.3836690623300792E-8, 3.6671106021659E-8, 1.582797087566541E-8] : 0.0
5.628169499422518E-6 : 1.9967852056997753E-5 : [1.2194350929937577E-5, 1.316742488855457E-6, 3.5658116405179506E-6, 4.6027709879100235E-6, 1.0422780234957838E-7, 2.1049169025174006E-7, 5.953864953403853E-6, 2.4230731852752948E-6, 2.894578379355708E-6, 2.4705307777923418E-6, 5.032335691670728E-7, 1.7467294264689312E-6, 2.2209083591183627E-5, 6.466123080351826E-7, 1.765189215286357E-6, 5.420190921899802E-7, 9.900150593967094E-8, 2.3086301250130536E-8, 5.458263428214523E-7, 9.129343941012058E-10, 9.814137548073386E-8, 5.0802925368953974E-8, 5.653525471488469E-9, 5.216181120612011E-9] : 0.0
3.7700506216030515E-6 : 9.925312525872386E-6 : [7.300350218681775E-6, 2.0571265756209426E-6, 4.69211789521199E-6, 7.989065651883933E-7, 1.309679107975828E-6, 4.1979110104749695E-7, 3.133026996785795E-6, 2.981619705953219E-6, 4.6472298453131425E-7, 6.893774749944448E-7, 1.6460937239657787E-6, 3.5350374194039025E-6, 8.207361007204605E-6, 5.366772299093948E-7, 6.730609346439857E-7, 1.0875964215943696E-7, 1.0838033415611266E-6, 8.355807436289387E-10, 1.2539335858564546E-6, 1.6092554066510427E-7, 8.739144458979851E-9, 1.1189587848950143E-9, 1.4821379375671708E-9, 8.594801408468142E-9] : 0.0
5.455112312960683E-6 : 1.6205012736296902E-5 : [1.031404161178118E-5, 3.8098173278282036E-6, 2.6643600128762476E-6, 3.665530600895735E-6, 1.0715526225376748E-6, 2.644670807185252E-7, 9.384348967768054E-7, 2.206411706968355E-6, 7.454040688692047E-7, 7.26069034921922E-7, 6.0059941015835145E-6, 5.341573687371427E-6, 1.846505903257096E-5, 1.0670339956375349E-6, 6.940633123902706E-7, 1.439838379793501E-7, 4.4180613677516037E-7, 7.542141486915376E-8, 7.295367947972778E-7, 5.943130715302654E-8, 4.2522430341483636E-9, 1.9157252916834772E-7, 1.487487745220001E-8, 4.9610458577433146E-8] : 0.0
6.70746048952698E-6 : 1.833444414819908E-5 : [1.2769640677394349E-5, 3.0093471358976704E-6, 1.490607994714777E-6, 2.0881664223743396E-6, 2.8331658523694297E-6, 2.734200509544052E-6, 5.3246823252796515E-6, 4.625213252785533E-6, 3.1424721257959076E-7, 7.932314407805284E-7, 8.239356315671141E-7, 1.4169965094148353E-6, 1.9599083375827774E-5, 1.9217842051273197E-7, 5.29765259188834E-9, 4.3443971750860093E-7, 1.9565324114664317E-7, 2.331069592287015E-7, 4.652594883352959E-7, 4.320468652520041E-7, 4.733747289367857E-9, 1.8795243507136393E-7, 1.0601937772175988E-8, 1.9494770146240294E-8] : 0.0
4.093569268037394E-6 : 1.288917818637684E-5 : [7.5189076423316216E-6, 8.087630874055433E-7, 2.361372619022355E-6, 2.5309957878702747E-6, 4.913912591581758E-7, 5.46608819725585E-7, 5.592549771557657E-7, 2.640548772311034E-6, 3.8822925105682856E-7, 1.1705060887057442E-6, 7.307244455458977E-7, 2.7963243287883496E-6, 1.6179041090752087E-5, 2.1326543729885829E-7, 1.131888502152048E-6, 4.037414342654658E-8, 6.911138437440706E-7, 2.6578989818339243E-7, 3.100823762911586E-7, 8.527443222127683E-8, 9.091118390086718E-9, 2.2616350235448748E-7, 3.7936806902876356E-9, 2.0019604172783713E-9] : 0.0
6.133693437563579E-6 : 1.5787871046588664E-5 : [8.747023236712914E-6, 1.098629176897917E-6, 6.3462904421180615E-6, 3.916047094323219E-6, 2.227680517775001E-6, 1.5837659904504217E-6, 3.0692988085541903E-6, 4.232447421696931E-6, 7.384517848690848E-7, 2.750525493379963E-6, 5.781532969278066E-7, 2.708370904517572E-7, 1.827219725498181E-5, 3.9942859833079656E-7, 7.808226652950372E-7, 5.64325740911228E-7, 4.013312642211965E-8, 1.4338301617055603E-7, 7.739631757648614E-7, 3.0295938341351994E-7, 2.509422746360861E-8, 1.6083710663810924E-7, 8.290394634802134E-9, 3.2266198005132576E-11] : 0.0
4.963220960599605E-6 : 1.3338294978668816E-5 : [8.579153320873345E-6, 2.192324335550032E-6, 1.8580207954968538E-6, 3.3753212683852553E-6, 1.9045198787596573E-6, 4.880551890324677E-7, 3.4281042689208604E-7, 2.847261981072338E-6, 4.80710675719423E-7, 1.612833819611927E-6, 1.972926370990688E-7, 2.0880175754954233E-6, 1.5593384980332726E-5, 9.715200582656245E-7, 6.822516301518323E-7, 7.657981871398026E-7, 1.3131931699367018E-6, 2.411723088183057E-7, 1.4173043787448087E-7, 1.577337850608252E-7, 9.66793019579491E-9, 1.3453556535626925E-7, 7.927755564292467E-10, 2.1312581920992598E-8] : 0.0
6.5809542455369555E-6 : 2.125362522809604E-5 : [1.306031595720082E-5, 3.8015922439616705E-6, 2.1623462758134395E-6, 1.7562354163763079E-6, 1.89292414942416E-6, 6.954846053022759E-7, 1.641600993653304E-6, 2.1779889633271098E-6, 2.532269264978008E-6, 4.3226014602443975E-6, 3.096975980488482E-6, 1.8834094032764385E-6, 2.5098740164199878E-5, 4.471229239603172E-7, 3.5760612946385057E-7, 2.6433034802046964E-7, 7.976488576502386E-7, 1.1251501622878115E-7, 1.6042862897215454E-6, 2.2934162664660593E-7, 4.701686228438528E-9, 7.67236333665139E-8, 4.107309183286442E-8, 2.4535153205884E-8] : 0.0
