Fitness : Violation : Position : Miscellaneous
-4.944365000260978E14 : 0.375 : [1.8754646837925717E-15, 3.3818833407793467E-15, 6.303411351952563E-15, 1.9598494336513226E-15, 4.402149077137416E-15, 2.659249932041797E-15, 3.672216032450804E-15, 2.538316894569995E-15, 1.1729817495414005E-16, 3.694205286594436E-16, 5.1762934723190015E-15, 2.123471111983635E-15, 5.310639428652247E-15, 8.50711683564774E-16, 1.973508240976808E-15, 1.1302259499460685E-15, 1.1786578535758328E-15, 7.27648197981683E-17, 7.953572342371515E-16, 1.3677964775591712E-15] : 0.0
-7.702965028061488E14 : 0.375 : [2.99993147561724E-15, 7.873500831530461E-15, 2.1935289782219787E-15, 1.3094515988493293E-15, 3.2623211691892935E-15, 2.385423455977136E-15, 3.717029328998101E-15, 6.588059019073928E-16, 7.461094534849133E-16, 1.6114138301364867E-16, 3.982380172618716E-16, 1.3243718761547108E-15, 9.474447088552492E-16, 1.7474874881427615E-16, 1.7889962984897463E-15, 1.8683679013328697E-15, 1.4087650697985714E-15, 2.219381441541551E-16, 2.395742737580568E-16, 1.1066283434109145E-15] : 0.0
-6.964974902983858E14 : 0.375 : [7.432639713174713E-17, 2.308123935711993E-16, 2.2229891296497186E-15, 1.819383008943795E-15, 1.5195706973706637E-15, 9.211853425857669E-16, 2.473195928431216E-15, 1.9562732899080006E-15, 7.907110754986228E-16, 1.5180285667169895E-15, 2.285876572707963E-15, 1.1679382455318383E-15, 2.4743527145249893E-15, 3.643005010171279E-15, 1.8374043268957663E-15, 1.2062799117266788E-15, 7.122165664223488E-16, 2.103426358136683E-15, 1.0122413274325922E-15, 6.355492972448E-17] : 0.0
-1.1517402131615502E15 : 0.375 : [1.3055673363529194E-15, 2.793463711677249E-15, 3.2744895853004027E-15, 3.87757286438952E-16, 1.8229840204887454E-15, 1.7943920326739142E-16, 8.462034679392001E-17, 1.4588813837541837E-17, 2.1193652290633827E-17, 4.647710861630422E-16, 2.0864249537425309E-16, 1.0649104965798708E-15, 6.312345080794808E-16, 6.116736880221202E-16, 1.1840883947834606E-15, 7.915884161001043E-16, 1.4229835524742794E-15, 1.2725958775761268E-15, 1.7169337389573142E-15, 3.2537327126691426E-18] : 0.0
-6.345290708069034E14 : 0.375 : [3.019025918416759E-17, 9.059611282490278E-15, 8.104264418600711E-16, 5.295773284722838E-16, 7.610620719462859E-16, 5.354695727164E-15, 3.5168509971272066E-15, 4.179526538771817E-15, 1.5086625450001699E-15, 1.3372211935879171E-15, 2.2016158829715235E-15, 1.3762153743717188E-15, 2.613380336907018E-16, 2.0706902146114762E-15, 3.0227076240049263E-16, 1.2461022621272585E-16, 7.645459209073904E-16, 3.7870184568760044E-16, 8.380779733249272E-16, 1.2922764423366115E-15] : 0.0
-6.043807402851351E14 : 0.375 : [8.983756786528915E-15, 4.0544614878845225E-15, 2.8933064589331653E-15, 3.849971341217709E-15, 2.27898819269043E-15, 3.1606340546127114E-15, 2.2522432738485075E-15, 2.798247288150433E-15, 4.626269258048837E-15, 2.2084030789432534E-16, 1.364357397011728E-15, 5.90723993210527E-16, 8.001777602519958E-16, 1.632508706728022E-17, 2.3920639899335993E-15, 1.5291479282280123E-15, 1.3266018471937E-15, 4.726991914131105E-16, 2.396036634039988E-15, 7.93569638347517E-16] : 0.0
-4.830194677222029E14 : 0.375 : [9.036355863173507E-15, 2.7875009432157413E-15, 3.1468965076179577E-15, 3.0614919614743885E-15, 2.172889649662709E-15, 2.8533570230534566E-15, 3.1012613714328546E-15, 1.334673792386127E-15, 1.788069772772066E-15, 5.5131429963045715E-17, 3.1065799995766366E-15, 2.3395272290267567E-15, 2.6756626050698356E-15, 3.6401390702403136E-16, 1.0860363460136512E-15, 4.593217900628287E-15, 1.7285199643339601E-15, 1.291934146367676E-15, 2.3714397131582936E-15, 3.404292606007182E-15] : 0.0
-5.216785015692256E14 : 0.375 : [9.996046284992625E-15, 9.681679501876034E-15, 3.648954222371948E-15, 6.269131794107625E-15, 1.03252330428035E-15, 3.224279057656364E-15, 1.8691074073755885E-15, 1.1569320953333121E-15, 3.3600707720537272E-15, 1.519263154654462E-15, 8.041328546355468E-16, 2.017035846462975E-16, 6.564366390189034E-16, 4.270987605406054E-16, 2.174785935790926E-15, 2.8992334089996823E-15, 2.4042241797405234E-15, 1.429639634604934E-15, 4.507797714387816E-16, 2.4322335113523622E-15] : 0.0
-9.515428253916392E14 : 0.375 : [6.226121970468473E-15, 1.446962669200466E-15, 6.098377933287744E-16, 3.1424614855623183E-16, 6.656006166165822E-17, 2.698447250281348E-16, 1.4330906995714865E-15, 7.896960043888942E-16, 2.454611264689375E-15, 7.561164435230614E-16, 7.042925405183144E-16, 1.699859728309429E-15, 7.370128104795391E-16, 2.1282241046299458E-16, 1.1574749961462535E-15, 1.1294082770229137E-15, 1.7605092187286497E-15, 7.328077388757509E-16, 4.131087186341518E-16, 1.995992593044863E-15] : 0.0
-4.533637109379486E14 : 0.375 : [7.546124787240789E-15, 3.723825253785585E-15, 9.39686864930368E-16, 7.033618245024802E-15, 2.637276641997912E-15, 4.494323848822094E-17, 1.3942222835109536E-15, 6.498950571734797E-15, 5.760956908087555E-15, 3.439832657935806E-15, 1.3241183804850215E-15, 4.0938311993690204E-15, 2.0400342928141636E-15, 1.8844592208690175E-15, 2.7611666493114906E-16, 1.0672885851294315E-15, 2.637927856223469E-15, 6.569015390417844E-16, 9.361295543107854E-16, 2.7572318065420017E-16] : 0.0
-3.6488504042587406E14 : 0.375 : [2.0313936286839098E-14, 7.002643116410611E-15, 8.528082678592534E-15, 2.2414467388214544E-15, 6.135596024899674E-15, 8.17666198279713E-15, 3.1850912218629115E-16, 2.5896151096340093E-15, 4.88177722157009E-15, 4.363450322067169E-16, 2.852574362345381E-15, 2.4267850631820387E-15, 2.5538191093304412E-15, 2.9795990871882456E-15, 3.625039522683514E-15, 2.2472637199893677E-16, 3.7042073480209815E-15, 3.2699279637138386E-16, 8.903331941843184E-16, 5.894464811743353E-16] : 0.0
-4.258314664242068E14 : 0.375 : [1.0912190995155775E-14, 1.087221807756206E-14, 8.986878430664208E-15, 3.1128481222586993E-15, 9.323427743879753E-16, 2.6610408706221E-15, 7.813640530999155E-16, 4.835216509052823E-16, 1.898360615066181E-15, 5.8109281597790474E-15, 2.315945134387661E-15, 4.849442238208092E-15, 1.485119300678928E-15, 4.1875658874742363E-16, 2.454450650009069E-15, 1.3054805211369615E-15, 2.501625185991532E-15, 7.496918816773952E-16, 1.3727338868189391E-15, 2.0601218925972994E-15] : 0.0
-6.285167521772298E14 : 0.375 : [6.969130136881131E-15, 1.9197252369451494E-15, 2.5113510769102696E-15, 1.1588189615888189E-15, 2.4194867083630923E-15, 1.9803843782844035E-15, 1.1639259031176904E-15, 8.702336352447726E-17, 1.089134086787439E-15, 3.4473758124419524E-15, 2.308690335417499E-15, 1.1709538602297793E-15, 2.026184926664722E-15, 2.6983651271103873E-15, 6.636934518348153E-16, 2.9149376575312444E-15, 8.515027892456518E-16, 3.5740087209225554E-16, 2.690022483463612E-15, 1.0729890312693648E-15] : 0.0
-1.195118052738906E15 : 0.375 : [1.6798984464032858E-15, 2.1635266420384036E-15, 2.4964855769526635E-15, 2.222608991795413E-15, 9.725665334047199E-16, 1.7899433253692337E-15, 1.5279174599624696E-15, 1.209188707692401E-15, 5.837696285168037E-16, 1.7821046875483984E-15, 2.536300439963548E-16, 1.198861120472933E-16, 4.3292110621039883E-16, 3.2014083381063945E-16, 9.45770347677283E-16, 1.0936090524002146E-15, 7.20750808990729E-16, 2.540157766039178E-16, 1.4371738073236282E-15, 3.7698717936024944E-16] : 0.0
-6.949765845869621E14 : 0.375 : [9.446612048152511E-15, 3.658383121300231E-15, 4.899215651135359E-15, 7.655409915205698E-16, 7.050085939491158E-16, 2.806136968195137E-15, 3.24709822450378E-15, 3.4200455344990884E-15, 8.522111023941133E-16, 1.1261530084348177E-15, 1.1295013626394368E-15, 6.982650122129052E-16, 6.047321662179078E-16, 1.8222465782573682E-16, 2.1146013599131037E-15, 1.5879069864298628E-15, 2.1091857348342444E-15, 9.093855943833269E-16, 9.626472722216568E-17, 1.0228063792900398E-15] : 0.0
-7.642116090438739E14 : 0.375 : [4.1089431143882615E-16, 3.013039652292237E-15, 5.302156627386976E-16, 1.5000721913598894E-15, 1.3153808448359918E-15, 2.567218761867315E-15, 1.2524589548002792E-15, 9.629405883500338E-16, 7.835258885137201E-16, 3.805677275447468E-15, 1.6876167618805263E-16, 1.9932847889094726E-15, 2.446484915218259E-15, 1.7869693113146565E-15, 3.429915206958978E-16, 2.117857467305931E-16, 1.1217143874023874E-15, 1.6619059519537724E-15, 1.837176658133718E-15, 2.6772734961120803E-16] : 0.0
-5.979647766867541E14 : 0.375 : [6.3640428108792315E-15, 8.139062031275927E-17, 6.4700321653952386E-15, 2.9711774204769437E-15, 9.447308219065576E-16, 1.5560752942787266E-15, 3.859570268282815E-15, 4.095547464212762E-15, 3.7767831924060976E-15, 2.4692858249328564E-15, 6.624185285072833E-17, 5.289498718152125E-17, 2.6424163318852883E-15, 8.838488523929407E-16, 7.015373179987098E-16, 7.591408095706983E-16, 4.467766640602591E-16, 1.6766895645069333E-16, 2.627290642046064E-15, 4.733680007151568E-16] : 0.0
-3.436620414134285E14 : 0.375 : [5.707912246928209E-15, 1.0813535421039467E-14, 1.5162765053389405E-16, 3.3700188412679216E-15, 1.2191807482580859E-14, 3.049849538349818E-15, 7.45161642953221E-15, 3.644603161262765E-15, 2.9896847159315004E-16, 2.8853840063851905E-16, 3.165311321773277E-15, 3.9396677489371125E-15, 1.3940455000952286E-15, 2.3038352850478224E-15, 1.1955846895280925E-15, 4.7855839435941615E-15, 3.435523308091996E-15, 4.736738578541125E-16, 1.224144566064541E-15, 2.43670272255814E-15] : 0.0
-8.823972984381249E14 : 0.375 : [8.464911335454814E-15, 1.7608217366787431E-15, 2.1314157370424526E-16, 1.6700236512351649E-15, 5.035193905424006E-16, 3.6287121117886444E-15, 5.281772002277082E-17, 1.203253488596572E-15, 1.5643015259680737E-15, 2.104055213575692E-16, 3.2394831423608202E-15, 5.482348616290567E-16, 8.74681224400631E-16, 4.848628523297698E-16, 4.559331063563983E-16, 4.483064204177183E-16, 9.439096278098143E-16, 8.623164652522265E-16, 8.066947822523374E-16, 1.286842988524842E-15] : 0.0
-8.079977546613312E14 : 0.375 : [2.762826009098153E-15, 6.5048777417304245E-15, 5.941108753284592E-16, 3.017967617753838E-16, 1.0844040871128903E-15, 2.5863728383040667E-15, 1.2028489944811607E-15, 2.942173755281282E-15, 3.385259561925345E-15, 5.290582809673708E-16, 3.8053134475861946E-16, 1.2732030229247876E-16, 9.65984568154155E-16, 7.259109814215878E-16, 1.4298171982441242E-15, 1.1206651751415877E-15, 5.525443015145642E-16, 1.1997067472739607E-15, 5.535643345964296E-16, 1.7647367176863922E-15] : 0.0
